"","EorP","CapShape","CapSurf","CapColor","Bruises","Odor","GillAtt","GillSpace","GillSize","GillColor","StalkShape","StalkRoot","SsurfAbove","SsurfBelow","ScolorAbove","ScolorBelow","VeilType","VeilColor","RingNum","RingType","Spore","Pop","Habitat"
"275","e","f","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","p"
"276","e","x","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","p"
"277","e","f","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","g"
"278","e","x","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","m"
"279","e","f","f","n","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","g"
"280","e","x","s","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","m"
"281","p","x","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","g"
"282","e","b","y","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","m"
"283","e","s","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","u"
"284","e","x","s","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","m"
"285","e","b","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","m"
"286","e","f","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","g"
"287","e","b","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","m"
"288","e","b","y","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","g"
"289","e","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","p"
"290","e","f","f","g","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","y","u"
"291","e","x","f","g","f","n","f","c","n","g","e","e","s","s","w","w","p","w","o","p","k","y","u"
"292","e","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","g"
"293","e","x","s","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","m"
"294","e","b","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","g"
"295","e","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","m"
"296","e","b","s","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","m"
"297","e","x","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","m"
"298","e","x","f","g","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","s","g"
"299","e","f","s","y","t","a","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","d"
"300","p","x","y","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","s","g"
"301","e","x","f","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","a","g"
"302","e","b","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","g"
"303","e","x","s","y","t","l","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","d"
"304","e","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","g"
"305","e","x","y","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","g"
"306","e","x","f","n","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","n","y","d"
"307","e","b","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","m"
"308","e","x","s","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","m"
"309","e","f","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","g"
"310","e","x","f","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","g"
"311","e","x","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","g"
"312","p","x","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","g"
"313","e","x","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","g"
"314","e","x","f","w","t","a","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","d"
"315","e","b","s","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","g"
"316","p","x","y","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","u"
"317","e","x","s","y","t","a","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","d"
"318","e","x","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","m"
"319","e","x","f","w","t","l","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","d"
"320","e","f","s","w","t","l","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","d"
"321","e","x","y","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","m"
"322","e","f","f","y","t","a","f","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","d"
"323","e","x","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","g"
"324","e","b","y","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","m"
"325","e","x","y","n","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","p"
"326","e","b","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","g"
"327","e","x","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","m"
"328","p","x","y","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","u"
"329","e","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","g"
"330","e","b","y","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","g"
"331","p","x","y","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","u"
"332","e","b","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","m"
"333","e","b","y","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","m"
"334","e","b","y","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","g"
"335","e","x","y","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","g"
"336","e","x","f","n","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","d"
"337","e","x","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","g"
"338","e","b","s","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","g"
"339","e","x","f","g","f","n","f","c","n","g","e","e","s","s","w","w","p","w","o","p","n","v","u"
"340","e","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","g"
"341","e","x","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","g"
"342","e","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","g"
"343","e","x","s","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","m"
"344","e","f","f","y","t","a","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","d"
"345","e","b","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","g"
"346","e","x","f","n","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","a","g"
"347","e","x","f","y","t","l","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","d"
"348","e","x","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","m"
"349","e","f","s","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","g"
"350","e","x","f","n","f","n","f","c","n","g","e","e","s","s","w","w","p","w","o","p","n","y","u"
"351","e","f","s","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","g"
"352","e","f","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","s","p"
"353","e","b","y","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","g"
"354","e","b","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","m"
"355","e","x","y","y","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","p"
"356","e","s","f","g","f","n","f","c","n","g","e","e","s","s","w","w","p","w","o","p","n","v","u"
"357","e","f","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","p"
"358","p","x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","s","u"
"359","e","x","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","p"
"360","e","x","y","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","g"
"361","e","x","f","n","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","g"
"362","e","x","f","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","g"
"363","e","f","s","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","a","g"
"364","e","f","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","p"
"365","e","x","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","g"
"366","e","f","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","u"
"367","e","x","y","y","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","p"
"368","e","x","f","y","t","a","f","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","d"
"369","e","b","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","g"
"370","e","x","f","g","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","s","g"
"371","e","x","y","y","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","g"
"372","e","f","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","g"
"373","e","x","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","m"
"374","e","s","f","n","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","y","u"
"375","e","x","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","m"
"376","e","b","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","g"
"377","e","s","f","n","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","y","u"
"378","e","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","m"
"379","e","x","y","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","g"
"380","e","b","y","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","g"
"381","p","x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","s","u"
"382","e","x","s","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","g"
"383","e","x","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","m"
"384","e","b","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","g"
"385","e","x","f","n","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","n","y","d"
"386","p","x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","u"
"387","e","x","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","p"
"388","e","x","s","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","g"
"389","e","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","m"
"390","e","x","s","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","m"
"391","e","b","s","y","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","m"
"392","e","x","s","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","m"
"393","e","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","g"
"394","e","x","f","g","f","n","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","u"
"395","e","f","y","n","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","g"
"396","e","x","f","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","g"
"397","e","x","s","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","m"
"398","e","x","y","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","m"
"399","e","x","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","u"
"400","p","x","s","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","u"
"401","e","b","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","g"
"402","e","b","y","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","m"
"403","p","x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","u"
"404","e","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","m"
"405","e","x","s","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","m"
"406","e","x","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","m"
"407","e","b","y","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","g"
"408","e","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","m"
"409","e","x","s","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","g"
"410","e","x","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","p"
"411","e","x","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","m"
"412","e","x","s","n","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","s","g"
"413","e","x","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","p"
"414","e","x","y","y","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","g"
"415","p","x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","g"
"416","e","b","y","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","g"
"417","e","x","f","w","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","d"
"418","p","x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","u"
"419","e","x","y","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","g"
"420","e","f","f","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","g"
"421","e","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","g"
"422","e","b","y","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","m"
"423","p","x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","u"
"424","e","f","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","g"
"425","e","x","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","m"
"426","e","x","s","w","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","d"
"427","e","f","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","p"
"428","e","b","s","w","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","m"
"429","e","x","s","w","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","g"
"430","e","f","f","g","f","n","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","u"
"431","e","x","y","w","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","g"
"432","e","x","y","y","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","g"
"433","e","b","s","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","g"
"434","e","b","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","g"
"435","e","f","s","w","t","l","f","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","d"
"436","e","b","s","w","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","m"
"437","e","x","f","y","t","a","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","d"
"438","e","x","y","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","m"
"439","e","b","y","y","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","m"
"440","e","x","y","n","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","p"
"441","e","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","m"
"442","e","x","y","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","m"
"443","e","x","y","y","t","a","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","p"
"444","e","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","m"
"445","e","x","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","m"
"446","e","x","y","n","t","l","f","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","g"
"447","e","x","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","g"
"448","e","f","y","n","t","l","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","g"
"449","e","b","s","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","m"
"450","e","x","f","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","n","y","d"
"451","e","x","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","m"
"452","e","b","s","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","g"
"453","e","b","s","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","m"
"454","e","x","f","y","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","d"
